,DEF,EN,FUNCTN,GEN_REF,GP,NB,NEW,end,start,type
Noreskal_1403207847098,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,3998,3980,N
Noreskal_1403207851615,INDEF,NO,SUJ,SPEC,NO,SG,YES,3968,3966,PR
Noreskal_1403207858519,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,4045,4032,N
Noreskal_1403207890041,Bare,NO,SUJ,SPEC,NO,SG,YES,4058,4056,PR
Noreskal_1403207903276,Bare,,OBJ,GENE,NO,Bare,YES,4090,4084,N
Noreskal_1403207910144,Bare,,SUJ,GENE,NO,Bare,YES,4132,4128,N
Noreskal_1403207916999,Bare,,OBJ,GENE,NO,Bare,NO,4148,4142,N
Noreskal_1403207923587,Bare,,Other,GENE,YES,Bare,NO,4296,4285,N
Noreskal_1403207944590,Bare,,Other,SPEC,NO,Bare,NO,3522,3505,N
Noreskal_1403208638111,INDEF,,OBJ,GENE,NO,SG,YES,4347,4340,N
Noreskal_1403208644929,Bare,,OBJ,GENE,NO,Bare,YES,4367,4360,N
Noreskal_1403208649334,INDEF,,OBJ,GENE,NO,PL,YES,4394,4385,N
Noreskal_1403208659462,Bare,,OBJ,GENE,YES,Bare,YES,4503,4480,N
Noreskal_1403208662665,Bare,,SUJ,SPEC,NO,Bare,NO,4576,4565,N
Noreskal_1403208725431,DEF_SPLE,,Other,GENE,YES,Bare,YES,4702,4695,N
Noreskal_1403208743556,Bare,,Other,GENE,NO,Bare,YES,4881,4869,N
Noreskal_1403208752357,Bare,NO,SUJ,SPEC,NO,SG,NO,4907,4905,PR
Noreskal_1403208769630,Bare,,ATTR,GENE,NO,Bare,YES,4931,4923,N
Noreskal_1403208773281,DEF_SPLE,,OBJ,GENE,NO,Bare,YES,4953,4944,N
Noreskal_1403208812977,DEF_SPLE,,Other,GENE,YES,Bare,NO,5018,5011,N
Noreskal_1403209047470,Bare,,Other,GENE,YES,Bare,YES,4881,4879,N
Noreskal_1403209258473,Bare,,Other,GENE,YES,Bare,YES,5049,5044,N
Noreskal_1403209263197,DEF_SPLE,,Other,GENE,YES,Bare,NO,5092,5083,N
Noreskal_1403209265011,DEF_SPLE,,Other,GENE,YES,Bare,NO,5103,5098,N
Noreskal_1403209280571,INDEF,NO,Other,GENE,NO,PL,YES,5176,5170,PR
Noreskal_1403209290119,DEF_SPLE,,OBJ,GENE,NO,Bare,YES,5236,5224,N
Noreskal_1403209294904,INDEF,NO,Other,GENE,NO,PL,NO,5236,5230,PR
Noreskal_1403209312220,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,5403,5388,N
Noreskal_1403209321168,Bare,,Other,SPEC,YES,Bare,YES,5416,5408,N
Noreskal_1403209327476,Bare,,Other,SPEC,NO,Bare,NO,5456,5440,N
Noreskal_1403209343161,Bare,,Other,SPEC,YES,Bare,NO,5538,5523,N
Noreskal_1403209358122,DEF_SPLE,,OBJ,SPEC,NO,Bare,NO,5694,5683,N
Noreskal_1403209364259,DEF_SPLE,,OBJ,GENE,NO,Bare,YES,5737,5730,N
Noreskal_1403209881363,Bare,,OBJ,GENE,NO,Bare,YES,5832,5822,N
Noreskal_1403209901157,Bare,,OBJ,GENE,NO,Bare,YES,6029,6024,N
Noreskal_1403209904920,Bare,NO,SUJ,SPEC,NO,UNK,NO,6032,6030,PR
Noreskal_1403209918117,INDEF,,OBJ,SPEC,NO,SG,YES,6152,6144,N
Noreskal_1403209930793,Bare,NO,SUJ,SPEC,NO,SG,NO,6155,6153,PR
Noreskal_1403209934616,Bare,,ATTR,SPEC,NO,Bare,YES,6166,6159,N
Noreskal_1403209936823,DEF_DEM,,SUJ,SPEC,NO,Bare,NO,6203,6190,N
Noreskal_1403209943846,DEF_SPLE,NO,ATTR,SPEC,NO,SG,NO,6233,6231,PR
Noreskal_1403209954342,INDEF,,OBJ,SPEC,NO,SG,YES,6280,6255,N
Noreskal_1403209956448,DEF_SPLE,,Other,SPEC,YES,Bare,NO,6280,6273,N
Noreskal_1403209963364,Bare,,OBJ,GENE,NO,Bare,YES,6315,6307,N
Noreskal_1403209966724,DEF_SPLE,,Other,SPEC,YES,Bare,NO,6333,6326,N
Noreskal_1403209971912,INDEF,NO,SUJ,SPEC,NO,PL,NO,6336,6334,PR
Noreskal_1403209978547,DEF_SPLE,,OBJ,GENE,NO,Bare,YES,6352,6342,N
Noreskal_1403209982631,INDEF,NO,Other,SPEC,YES,PL,NO,6352,6350,PR
Noreskal_1403209991818,INDEF,NO,SUJ,SPEC,NO,PL,NO,6363,6361,PR
Noreskal_1403209999854,Bare,,OBJ,GENE,NO,Bare,YES,6395,6375,N
Noreskal_1403210002672,DEF_SPLE,,Other,SPEC,YES,Bare,NO,6395,6384,N
Noreskal_1403210020665,INDEF,,OBJ,GENE,NO,SG,YES,6454,6445,N
Noreskal_1403210025606,DEF_SPLE,,Other,SPEC,YES,Bare,YES,6509,6497,N
Noreskal_1403210027166,Bare,,OBJ,SPEC,NO,Bare,NO,6517,6510,N
Noreskal_1403210100964,INDEF,NO,Other,GENE,YES,PL,YES,5832,5826,PR
Noreskal_1403210964251,DEF_SPLE,,Other,SPEC,NO,Bare,YES,6575,6562,N
Noreskal_1403210970802,INDEF,,OBJ,GENE,NO,PL,YES,6652,6635,N
Noreskal_1403211031607,DEF_DEM,,Other,SPEC,YES,Bare,YES,6916,6905,N
Noreskal_1403211036052,Bare,,Other,SPEC,NO,Bare,NO,6679,6668,N
Noreskal_1403211038270,Bare,,Other,SPEC,NO,Bare,NO,6757,6751,N
Noreskal_1403211040413,Bare,,Other,SPEC,NO,Bare,NO,6860,6832,N
Noreskal_1403211046402,INDEF,,Other,SPEC,YES,PL,YES,6860,6832,N
Noreskal_1403211077256,Bare,,Other,GENE,YES,Bare,YES,6999,6993,N
Noreskal_1403211085985,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,7052,7036,N
Noreskal_1403211092197,Bare,,OBJ,GENE,NO,Bare,YES,7099,7091,N
Noreskal_1403211099087,Bare,,Other,GENE,NO,Bare,NO,7109,7101,N
Noreskal_1403211106317,Bare,NO,OBJ,SPEC,NO,SG,NO,7125,7123,PR
Noreskal_1403211155119,DEF_SPLE,,Other,SPEC,YES,Bare,NO,7164,7157,N
Noreskal_1403211159696,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,7168,7167,PR
Noreskal_1403211166737,INDEF,,Other,SPEC,NO,SG,YES,7189,7180,N
Noreskal_1403211171451,Bare,,Other,GENE,YES,Bare,YES,7217,7214,N
Noreskal_1403211188494,Bare,,Other,GENE,YES,Bare,YES,7257,7242,N
Noreskal_1403211652082,DEF_SPLE,,Other,SPEC,YES,Bare,NO,6841,6834,N
Noreskal_1403212133731,Bare,,Other,GENE,YES,Bare,YES,7257,7250,N
Noreskal_1403212186807,Bare,,Other,GENE,YES,Bare,YES,7341,7330,N
Noreskal_1403212189114,Bare,,Other,GENE,YES,Bare,YES,7341,7336,N
Noreskal_1403212196916,Bare,,SUJ,GENE,NO,Bare,NO,7371,7366,N
Noreskal_1403212205312,Bare,,OBJ,GENE,NO,Bare,YES,7449,7435,N
Noreskal_1403212215778,DEF_SPLE,,OBJ,GENE,NO,Bare,NO,7474,7463,N
Noreskal_1403212222292,INDEF,NO,Other,SPEC,NO,SG,NO,7504,7503,PR
Noreskal_1403212224403,INDEF,NO,Other,SPEC,NO,SG,NO,7511,7510,PR
Noreskal_1403212232849,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,7575,7561,N
Noreskal_1403212244665,Bare,,Other,GENE,YES,Bare,NO,7612,7605,N
Noreskal_1403212248843,DEF_SPLE,,Other,GENE,YES,Bare,NO,7663,7653,N
Noreskal_1403212254901,INDEF,NO,SUJ,SPEC,NO,SG,NO,7666,7665,PR
Noreskal_1403212264212,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,7816,7810,N
Noreskal_1403212270520,INDEF,NO,OBJ,SPEC,NO,SG,NO,7868,7867,PR
Noreskal_1403212299068,Bare,,SUJ,SPEC,NO,Bare,YES,7888,7875,N
Noreskal_1403212318765,Bare,,OBJ,SPEC,NO,Bare,YES,7925,7905,N
Noreskal_1403212322109,DEF_SPLE,,Other,SPEC,NO,Bare,NO,7925,7909,N
Noreskal_1403212326728,DEF_SPLE,,OBJ,GENE,NO,Bare,NO,7948,7937,N
Noreskal_1403212333379,INDEF,NO,SUJ,SPEC,NO,SG,NO,7959,7958,PR
Noreskal_1403212338841,INDEF,,ATTR,SPEC,NO,PL,YES,8013,7997,N
Noreskal_1403212345475,Bare,,OBJ,GENE,NO,Bare,YES,8047,8039,N
Noreskal_1403212349870,Bare,,Other,SPEC,NO,Bare,NO,8074,8069,N
Noreskal_1403212355153,Bare,,Other,SPEC,YES,Bare,YES,8087,8082,N
Noreskal_1403212359065,Bare,,ATTR,GENE,NO,Bare,YES,8110,8094,N
Noreskal_1403212381842,DEF_SPLE,,Other,GENE,YES,Bare,YES,8158,8151,N
Noreskal_1403212384338,DEF_SPLE,,ATTR,GENE,NO,Bare,YES,8180,8171,N
Noreskal_1403213354544,INDEF,NO,SUJ,SPEC,NO,SG,NO,8211,8210,PR
Noreskal_1403213359241,INDEF,,OBJ,SPEC,NO,SG,NO,8236,8220,N
Noreskal_1403213364406,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,8342,8333,N
Noreskal_1403213370455,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,8386,8385,PR
Noreskal_1403213376478,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,8429,8428,PR
Noreskal_1403213381843,Bare,,SUJ,GENE,NO,Bare,NO,8470,8463,N
Noreskal_1403213386169,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,8505,8492,N
Noreskal_1403213469412,Bare,,OBJ,GENE,NO,PL,YES,8588,8578,N
Noreskal_1403213471474,Bare,,SUJ,GENE,NO,Bare,NO,8595,8590,N
Noreskal_1403213494494,Bare,,Other,SPEC,YES,Bare,YES,8710,8696,N
Noreskal_1403213500683,INDEF,,OBJ,SPEC,NO,SG,NO,8732,8714,N
Noreskal_1403213505955,DEF_DEM,,OBJ,SPEC,NO,Bare,NO,8775,8763,N
Noreskal_1403213516969,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,8855,8854,PR
Noreskal_1403213987725,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,8899,8898,PR
Noreskal_1403213995577,DEF_SPLE,,SUJ,GENE,NO,Bare,NO,8935,8927,N
Noreskal_1403214014293,Bare,,Other,GENE,YES,Bare,YES,9035,9025,N
Noreskal_1403214022733,DEF_SPLE,,Other,GENE,YES,Bare,NO,8999,8991,N
Noreskal_1403214029716,DEF_SPLE,,TOPIC,GENE,NO,Bare,NO,9057,9047,N
Noreskal_1403214034109,INDEF,,ATTR,GENE,NO,SG,NO,9082,9073,N
Noreskal_1403214038953,Bare,,Other,SPEC,YES,Bare,YES,9115,9104,N
Noreskal_1403214043226,DEF_SPLE,,SUJ,GENE,NO,Bare,NO,9181,9171,N
Noreskal_1403214047463,INDEF,NO,SUJ,SPEC,NO,SG,NO,9185,9184,PR
Noreskal_1403214053725,INDEF,NO,OBJ,SPEC,NO,SG,NO,9231,9230,PR
Noreskal_1403214058286,DEF_SPLE,,Other,GENE,NO,Bare,NO,9243,9233,N
Noreskal_1403214063785,INDEF,NO,OBJ,SPEC,NO,SG,NO,9263,9262,PR
Noreskal_1403214069820,Bare,,Other,SPEC,YES,Bare,YES,9271,9266,N
Noreskal_1403214075946,INDEF,NO,OBJ,SPEC,NO,SG,NO,9283,9281,PR
Noreskal_1403214083140,INDEF,NO,OBJ,SPEC,NO,SG,NO,9302,9301,PR
Noreskal_1403214093161,DEF_SPLE,,Other,SPEC,YES,Bare,YES,9339,9329,N
Noreskal_1403214101431,DEF_SPLE,,TOPIC,GENE,NO,Bare,NO,9385,9375,N
Noreskal_1403214105736,Bare,,OBJ,GENE,NO,PL,YES,9406,9396,N
Noreskal_1403214109551,INDEF,NO,Other,SPEC,YES,SG,NO,9412,9411,PR
Noreskal_1403214119615,INDEF,,OBJ,SPEC,NO,SG,YES,9470,9461,N
Noreskal_1403214126450,Bare,,OBJ,SPEC,NO,Bare,YES,9512,9491,N
Noreskal_1403214128643,Bare,,Other,GENE,YES,Bare,NO,9512,9505,N
Noreskal_1403214133561,Bare,,OBJ,GENE,NO,Bare,YES,9534,9525,N
Noreskal_1403214137504,Bare,NO,SUJ,SPEC,NO,UNK,NO,9537,9535,PR
Noreskal_1403214151324,INDEF,,OBJ,SPEC,NO,SG,NO,9556,9544,N
Noreskal_1403214153454,Bare,,Other,GENE,YES,Bare,YES,9577,9569,N
Noreskal_1403214161499,Bare,,Other,GENE,NO,Bare,NO,9615,9608,N
Noreskal_1403214182217,Bare,,Other,SPEC,YES,Bare,YES,9723,9688,N
Noreskal_1403214191148,INDEF,,Other,SPEC,YES,PL,YES,9754,9745,N
Noreskal_1403214198581,DEF_SPLE,,Other,SPEC,YES,Bare,NO,9765,9758,N
Noreskal_1403219563514,INDEF,,OBJ,SPEC,NO,PL,YES,9829,9816,N
Noreskal_1403219567107,INDEF,,OBJ,SPEC,NO,SG,YES,9890,9881,N
Noreskal_1403219582021,INDEF,NO,SUJ,GENE,NO,PL,YES,9893,9891,PR
Noreskal_1403219587542,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,9964,9963,PR
Noreskal_1403219604202,Bare,,Other,SPEC,NO,Bare,YES,9908,9903,N
Noreskal_1403219607077,Bare,,SUJ,SPEC,NO,Bare,NO,9916,9911,N
Noreskal_1403219614910,Bare,,Other,GENE,YES,Bare,YES,9943,9935,N
Noreskal_1403219628953,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,10015,10014,PR
Noreskal_1403219634324,Bare,,Other,GENE,YES,Bare,YES,10049,10044,N
Noreskal_1403219637200,Bare,,Other,GENE,YES,Bare,YES,10057,10055,N
Noreskal_1403219640668,INDEF,,OBJ,SPEC,NO,SG,YES,10084,10071,N
Noreskal_1403219644718,Bare,,Other,SPEC,NO,Bare,YES,10106,10097,N
Noreskal_1403219647904,DEF_DEM,,TOPIC,SPEC,NO,Bare,NO,10123,10108,N
Noreskal_1403219669234,INDEF,NO,SUJ,GENE,NO,PL,NO,10087,10085,PR
Noreskal_1403219672073,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,10146,10145,PR
Noreskal_1403219678799,Bare,NO,SUJ,SPEC,NO,SG,NO,10168,10166,PR
Noreskal_1403219686464,INDEF,,ATTR,SPEC,NO,SG,NO,10165,10156,N
Noreskal_1403219699460,Bare,,OBJ,GENE,NO,Bare,YES,10221,10212,N
Noreskal_1403219704458,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,10227,10226,PR
Noreskal_1403219706380,Bare,NO,SUJ,SPEC,NO,UNK,NO,10230,10228,PR
Noreskal_1403219716498,Bare,NO,SUJ,SPEC,NO,UNK,NO,10277,10275,PR
Noreskal_1403219725842,DEF_DEM,,SUJ,SPEC,NO,Bare,NO,10515,10503,N
Noreskal_1403219732599,Bare,NO,SUJ,SPEC,NO,UNK,NO,10518,10516,PR
Noreskal_1403219745987,INDEF,,ATTR,SPEC,NO,SG,YES,10646,10633,N
Noreskal_1403219753138,Bare,,Other,GENE,YES,Bare,YES,10691,10682,N
Noreskal_1403219757237,Bare,,OBJ,GENE,NO,Bare,YES,10756,10743,N
Noreskal_1403219760367,Bare,,Other,GENE,YES,Bare,YES,10783,10769,N
Noreskal_1403219768401,Bare,,OBJ,GENE,NO,PL,YES,10886,10873,N
Noreskal_1403219771741,Bare,,OBJ,GENE,NO,PL,NO,10906,10895,N
Noreskal_1403219779229,Bare,,Other,SPEC,NO,Bare,YES,10932,10919,N
Noreskal_1403219791724,INDEF,NO,SUJ,GENE,NO,PL,NO,10909,10907,PR
Noreskal_1403219799569,Bare,,Other,SPEC,YES,Bare,NO,11003,10995,N
Noreskal_1403219802975,INDEF,,ATTR,SPEC,NO,SG,NO,11018,11009,N
Noreskal_1403219806867,Bare,,OBJ,GENE,NO,Bare,YES,11038,11025,N
Noreskal_1403219813405,INDEF,,Other,GENE,NO,SG,YES,11038,11029,N
Noreskal_1403219820873,Bare,NO,SUJ,SPEC,NO,SG,NO,11021,11019,PR
Noreskal_1403219825687,Bare,NO,SUJ,SPEC,NO,SG,NO,11068,11066,PR
Noreskal_1403219832996,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,11125,11124,PR
Noreskal_1403219838513,Bare,,Other,GENE,YES,Bare,YES,11145,11134,N
Noreskal_1403219844244,INDEF,,Other,GENE,YES,SG,YES,11190,11171,N
Noreskal_1403219848483,Bare,,Other,GENE,YES,Bare,YES,11190,11184,N
Noreskal_1403219855065,Bare,,OBJ,GENE,NO,Bare,YES,11235,11220,N
Noreskal_1403219859274,INDEF,,OBJ,SPEC,NO,SG,YES,11248,11239,N
Noreskal_1403219864562,Bare,,ATTR,SPEC,NO,Bare,YES,11296,11291,N
Noreskal_1403219866778,DEF_DEM,,TOPIC,SPEC,NO,Bare,NO,11315,11304,N
Noreskal_1403219871365,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,11351,11350,PR
Noreskal_1403219876781,INDEF,,Other,GENE,YES,PL,YES,11367,11356,N
Noreskal_1403219886750,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,11423,11415,N
Noreskal_1403219894149,INDEF,,ATTR,SPEC,NO,SG,YES,11436,11427,N
Noreskal_1403219898159,Bare,NO,SUJ,SPEC,NO,SG,NO,11439,11437,PR
Noreskal_1403219912034,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,11657,11656,PR
Noreskal_1403219923175,Bare,,OBJ,SPEC,YES,Bare,YES,11500,11486,N
Noreskal_1403219925943,Bare,,Other,SPEC,YES,Bare,NO,11500,11492,N
Noreskal_1403220194209,Bare,,OBJ,GENE,NO,Bare,NO,11552,11541,N
Noreskal_1403220197314,DEF_SPLE,,Other,SPEC,YES,Bare,NO,11565,11557,N
Noreskal_1403220203684,Bare,,OBJ,GENE,NO,Bare,YES,11600,11595,N
Noreskal_1403220208684,Bare,,Other,GENE,YES,Bare,YES,11690,11684,N
Noreskal_1403220213939,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,11707,11699,N
Noreskal_1403220230685,Bare,,OBJ,SPEC,NO,Bare,NO,11767,11762,N
Noreskal_1403220232585,INDEF,,ATTR,SPEC,NO,SG,NO,11782,11774,N
Noreskal_1403220237202,Bare,NO,SUJ,SPEC,NO,UNK,NO,11770,11768,PR
Noreskal_1403220248393,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,11899,11883,N
Noreskal_1403220255135,Bare,,Other,GENE,YES,Bare,NO,11899,11893,N
Noreskal_1403220257692,Bare,,OBJ,GENE,NO,Bare,YES,11909,11904,N
Noreskal_1403220261303,Bare,,OBJ,GENE,NO,Bare,YES,11938,11934,N
Noreskal_1403220271837,DEF_SPLE,,Other,SPEC,YES,Bare,NO,12114,12106,N
Noreskal_1403220279911,INDEF,,TOPIC,SPEC,NO,Bare,YES,12183,12174,N
Noreskal_1403220284202,Bare,,Other,SPEC,NO,Bare,NO,12207,12196,N
Noreskal_1403220287421,Bare,,SUJ,SPEC,NO,Bare,NO,12220,12209,N
Noreskal_1403220290918,INDEF,,ATTR,SPEC,NO,SG,NO,12242,12233,N
Noreskal_1403220295876,DEF_DEM,,TOPIC,SPEC,NO,Bare,NO,12379,12367,N
Noreskal_1403220302937,Bare,,Other,GENE,YES,Bare,YES,12432,12427,N
Noreskal_1403220306005,Bare,,Other,SPEC,NO,Bare,NO,12466,12455,N
Noreskal_1403220313039,Bare,,Other,SPEC,NO,Bare,NO,12494,12483,N
Noreskal_1403220319903,INDEF,,OBJ,SPEC,NO,SG,YES,12526,12512,N
Noreskal_1403220322502,Bare,,Other,SPEC,YES,Bare,YES,12526,12522,N
Noreskal_1403220326169,Bare,,Other,SPEC,NO,Bare,YES,12571,12566,N
Noreskal_1403220328376,Bare,,Other,SPEC,YES,Bare,YES,12587,12581,N
Noreskal_1403220339125,Bare,,OBJ,SPEC,NO,Bare,NO,12588,12573,N
Noreskal_1403220351944,DEF_DEM,,TOPIC,SPEC,NO,Bare,NO,12610,12590,N
Noreskal_1403220356873,Bare,,Other,SPEC,YES,Bare,NO,12672,12664,N
Noreskal_1403220366503,INDEF,NO,SUJ,GENE,NO,PL,NO,12186,12183,PR
Noreskal_1403220378420,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,12423,12421,PR
Noreskal_1403220386906,INDEF,NO,SUJ,GENE,NO,PL,NO,12532,12530,PR
Noreskal_1403220396690,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,12612,12611,PR
Noreskal_1403220404390,Bare,NO,Other,SPEC,NO,SG,NO,12245,12243,PR
Noreskal_1403220420499,Bare,,OBJ,GENE,NO,Bare,NO,12865,12858,N
Noreskal_1403220423998,DEF_SPLE,,Other,GENE,NO,Bare,NO,12887,12877,N
Noreskal_1403220427980,Bare,,Other,SPEC,NO,Bare,YES,12934,12927,N
Noreskal_1403220430400,Bare,,Other,SPEC,NO,Bare,NO,12944,12936,N
Noreskal_1403220433252,INDEF,,OBJ,SPEC,NO,SG,YES,12964,12954,N
Noreskal_1403220440036,INDEF,,OBJ,SPEC,NO,SG,YES,12975,12966,N
Noreskal_1403220444169,Bare,,OBJ,GENE,NO,Bare,YES,13013,13008,N
Noreskal_1403220447172,Bare,,OBJ,GENE,NO,Bare,YES,13020,13015,N
Noreskal_1403220451699,INDEF,,OBJ,SPEC,NO,PL,YES,13049,13023,N
Noreskal_1403220454620,Bare,,Other,GENE,YES,Bare,NO,13049,13042,N
Noreskal_1403220459443,Bare,,OBJ,GENE,NO,PL,NO,13111,13100,N
Noreskal_1403220472857,Bare,,Other,SPEC,NO,Bare,NO,13138,13131,N
Noreskal_1403220477862,INDEF,,OBJ,SPEC,NO,SG,YES,13164,13155,N
Noreskal_1403220481441,Bare,,Other,SPEC,YES,Bare,YES,13177,13172,N
Noreskal_1403220490097,INDEF,NO,Other,SPEC,NO,PL,YES,13180,13178,PR
Noreskal_1403220492567,INDEF,NO,OBJ,SPEC,NO,SG,NO,13192,13190,PR
Noreskal_1403220495418,INDEF,NO,SUJ,SPEC,NO,PL,NO,13196,13194,PR
Noreskal_1403220499684,INDEF,NO,OBJ,SPEC,NO,SG,NO,12924,12923,PR
Noreskal_1403220506074,INDEF,NO,OBJ,SPEC,NO,SG,NO,13207,13206,PR
Noreskal_1403220508428,INDEF,NO,OBJ,SPEC,NO,SG,NO,13227,13226,PR
Noreskal_1403220510830,INDEF,NO,SUJ,SPEC,NO,PL,NO,13214,13212,PR
Noreskal_1403220516380,INDEF,NO,OBJ,SPEC,NO,SG,NO,13290,13289,PR
Noreskal_1403220518746,INDEF,NO,SUJ,SPEC,NO,PL,NO,13279,13277,PR
Noreskal_1403220535949,DEF_SPLE,,Other,GENE,YES,Bare,YES,13299,13291,N
Noreskal_1403220542096,Bare,,Other,SPEC,NO,Bare,YES,13319,13313,N
Noreskal_1403220548814,INDEF,NO,OBJ,SPEC,NO,SG,NO,13336,13335,PR
Noreskal_1403220556559,DEF_SPLE,,Other,SPEC,NO,Bare,YES,13374,13360,N
Noreskal_1403220563843,INDEF,,OBJ,SPEC,NO,SG,YES,13468,13459,N
Noreskal_1403220567807,Bare,,Other,SPEC,YES,Bare,NO,13492,13484,N
Noreskal_1403220571908,Bare,,ATTR,GENE,NO,Bare,YES,13504,13499,N
Noreskal_1403220591281,Bare,,Other,GENE,NO,Bare,YES,13538,13526,N
Noreskal_1403220602117,Bare,,OBJ,GENE,NO,Bare,YES,13591,13579,N
Noreskal_1403220605101,DEF_SPLE,,Other,SPEC,YES,Bare,YES,13608,13595,N
Noreskal_1403220612791,Bare,,OBJ,SPEC,NO,Bare,NO,13654,13648,N
Noreskal_1403220615533,INDEF,,ATTR,SPEC,NO,SG,YES,13670,13661,N
Noreskal_1403220622562,Bare,,Other,SPEC,YES,Bare,YES,13724,13705,N
Noreskal_1403220626669,Bare,,Other,GENE,YES,Bare,NO,13724,13712,N
Noreskal_1403220629084,Bare,,Other,GENE,YES,Bare,NO,13724,13721,N
Noreskal_1403220635103,INDEF,,OBJ,SPEC,NO,SG,YES,13798,13790,N
Noreskal_1403220638146,Bare,,Other,GENE,NO,Bare,YES,13816,13810,N
Noreskal_1403220641300,DEF_SPLE,,TOPIC,GENE,NO,Bare,NO,13859,13850,N
Noreskal_1403220644847,Bare,,Other,SPEC,YES,Bare,NO,13908,13900,N
Noreskal_1403220660317,INDEF,,OBJ,SPEC,NO,SG,YES,14039,14031,N
Noreskal_1403220664030,Bare,,ATTR,SPEC,NO,Bare,YES,14059,14050,N
Noreskal_1403220669132,INDEF,,OBJ,GENE,NO,SG,NO,14099,14091,N
Noreskal_1403220675575,DEF_SPLE,,ATTR,SPEC,NO,Bare,YES,14163,14151,N
Noreskal_1403220679543,DEF_SPLE,,Other,GENE,NO,Bare,NO,14178,14170,N
Noreskal_1403220683143,Bare,,OBJ,GENE,NO,Bare,NO,14191,14186,N
Noreskal_1403220685748,Bare,,OBJ,SPEC,NO,Bare,NO,14224,14216,N
Noreskal_1403220693076,Bare,NO,SUJ,SPEC,NO,UNK,NO,13657,13655,PR
Noreskal_1403220697241,Bare,NO,SUJ,SPEC,NO,SG,NO,13694,13692,PR
Noreskal_1403220703533,INDEF,NO,SUJ,GENE,NO,PL,NO,13801,13799,PR
Noreskal_1403220706766,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,13875,13874,PR
Noreskal_1403220715944,INDEF,NO,SUJ,GENE,NO,PL,YES,14018,14016,PR
Noreskal_1403220720183,Bare,NO,SUJ,SPEC,NO,SG,NO,14042,14040,PR
Noreskal_1403220726921,Bare,NO,SUJ,SPEC,NO,SG,NO,14083,14081,PR
Noreskal_1403220730689,Bare,NO,SUJ,SPEC,NO,SG,NO,14105,14102,PR
Noreskal_1403220734263,Bare,NO,SUJ,SPEC,NO,SG,NO,14136,14134,PR
Noreskal_1403220746882,DEF_SPLE,,SUJ,GENE,NO,Bare,NO,14272,14264,N
Noreskal_1403220748912,INDEF,,ATTR,SPEC,NO,SG,YES,14285,14276,N
Noreskal_1403220761960,INDEF,,OBJ,SPEC,NO,SG,YES,14400,14384,N
Noreskal_1403220766027,Bare,,Other,SPEC,YES,Bare,YES,14400,14397,N
Noreskal_1403220768891,INDEF,,Other,SPEC,NO,SG,NO,14412,14406,N
Noreskal_1403220774668,Bare,,OBJ,GENE,NO,Bare,YES,14428,14424,N
Noreskal_1403220780717,Bare,,Other,SPEC,NO,Bare,NO,14481,14467,N
Noreskal_1403220783700,INDEF,,OBJ,GENE,NO,PL,YES,14534,14529,N
Noreskal_1403220789607,Bare,,OBJ,GENE,NO,Bare,YES,14541,14536,N
Noreskal_1403220793341,DEF_SPLE,,SUJ,GENE,NO,Bare,NO,14585,14577,N
Noreskal_1403220807820,Bare,,ATTR,SPEC,NO,Bare,NO,14593,14588,N
Noreskal_1403220826721,Bare,,Other,GENE,YES,Bare,NO,14615,14611,N
Noreskal_1403220829874,DEF_SPLE,,SUJ,GENE,NO,Bare,NO,14629,14622,N
Noreskal_1403220834415,DEF_SPLE,,ATTR,SPEC,NO,Bare,YES,14643,14633,N
Noreskal_1403220840788,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,14657,14656,PR
Noreskal_1403220845956,INDEF,,ATTR,SPEC,NO,SG,YES,14689,14671,N
Noreskal_1403220855427,INDEF,,ATTR,SPEC,NO,SG,NO,14729,14720,N
Noreskal_1403220860474,Bare,,Other,SPEC,YES,Bare,YES,14821,14816,N
Noreskal_1403220865839,Bare,,OBJ,GENE,NO,Bare,NO,14892,14888,N
